Discipline,Main Topic,Subtopics
Legislação dos Municípios do Estado do Mato Grosso,2. Legislação do Município de Várzea Grande,"2.1 Lei Municipal n° 1.164-91 (Estatuto dos Servidores Públicos do Município), 2.2 Lei nº 2.719 de 2004 - Instituto de Seguridade Social dos Servidores Municipais"
Legislação dos Municípios do Estado do Mato Grosso,3. Legislação do Município de Cáceres,"3.1 Lei Complementar nº 25 de 1997 - Regime Jurídico dos Servidores Públicos do Município de Cáceres, 3.2 Lei Orgânica Municipal de Cáceres"
Legislação dos Municípios do Estado do Mato Grosso,4. Legislação do Município de Rondonópolis,"4.1 Lei nº 1.752 de 1990 - Regime Jurídico Único dos Servidores do Município, 4.2 Código Tributário do Município de Rondonópolis, 4.3 Lei Complementar nº 226 de 2016 - Reestruturação da Carreira e a Instituição do Plano de Cargos, Carreiras e Vencimentos da Área Instrumental do Município, 4.4 Lei Complementar nº 30 de 2005 - Organização do Sistema Municipal de Defesa do Consumidor, 4.5 Lei Orgânica do Município de Rondonópolis, 4.6 Lei Complementar nº 31 de 2005 - Estabelece as Competências da Procuradoria Geral, 4.7 Lei nº 4.614 de 2005 - Reestruturação do Regime Próprio de Previdência Social, 4.8 Lei nº 2.122 de 1994 - Instituiu o Código de Posturas do Município"
Legislação dos Municípios do Estado do Mato Grosso,5. Legislação do Município de Tangará da Serra,"5.1 Lei Orgânica do Município de Tangará da Serra, 5.2 Código Tributário do Município de Tangará da Serra, 5.3 Código de Obras do Município de Tangará da Serra, 5.4 Lei nº 2.875 de 2008 - Dispõe sobre o Plano de Cargos, Carreiras, Funções e Vencimentos dos Servidores Públicos do Município, 5.5 Lei Complementar nº 06 de 1994 - Dispõe sobre o Regime Jurídico Único dos Servidores Públicos do Município"
Legislação dos Municípios do Estado do Mato Grosso,6. Legislação do Município de Nortelândia,6.1 Lei Orgânica do Município de Nortelândia
Legislação dos Municípios do Estado do Mato Grosso,7. Legislação do Município de Planalto da Serra,7.1 Lei Orgânica do Município de Planalto da Serra
Legislação dos Municípios do Estado do Mato Grosso,8. Legislação do Município de Campo Verde,"8.1 Lei Orgânica do Município de Campo Verde, 8.2 Lei nº 152 de 1992 - Regime Jurídico dos Servidores Públicos do Município"
Legislação dos Municípios do Estado do Mato Grosso,9. Legislação do Município de Sorriso,9.1 Lei Orgânica do Município de Sorriso
Legislação dos Municípios do Estado do Mato Grosso,10. Legislação do Município de Arenápolis,"10.1 Lei Orgânica do Município de Arenápolis, 10.2 Lei nº 788 de 2002 - Estatuto dos Servidores Públicos do Município"
Legislação dos Municípios do Estado do Mato Grosso,11. Legislação do Município de Alto Araguaia,11.1 Lei Orgânica do Município de Alto Araguaia
Legislação dos Municípios do Estado do Mato Grosso,12. Legislação do Município de Ipiranga do Norte,
Legislação dos Municípios do Estado do Mato Grosso,13. Legislação do Município de Barra do Bugres,13.1 Lei Orgânica do Município de Barra do Bugres
Legislação dos Municípios do Estado do Mato Grosso,14. Legislação do Município de Nova Mutum,"14.1 Lei Orgânica de Nova Mutum, 14.2 Lei Complementar nº 184 de 2018 - Código Tributário do Município de Nova Mutum"
Legislação dos Municípios do Estado do Mato Grosso,15. Legislação do Município de Sapezal,15.1 Lei Orgânica do Município de Sapezal
Legislação dos Municípios do Estado do Mato Grosso,16. Legislação do Município de Nobres,16.1 Lei nº 992 de 2006 - Regime Jurídico dos Servidores Públicos do Município de Nobres
Legislação dos Municípios do Estado do Mato Grosso,17. Legislação do Município de Primavera do Leste,"17.1 Lei nº 946 de 2006 -  Institui o Diário Oficial do Município de Primavera do Leste, 17.2 Lei nº 499 de 1998 - Código de Obras do Município de Primavera do Leste, 17.3 Lei nº 497 de 1998 - Zoneamento e Uso do Solo no Município de Primavera do Leste, 17.4 Lei Orgânica do Município de Primavera do Leste, 17.5 Lei nº 691 de 2001 - Código Sanitário do Município de Primavera do Leste, 17.6 Lei nº 1.007 de 2001 - Política Municipal do Meio Ambiente de Primavera do Leste"
Legislação dos Municípios do Estado do Mato Grosso,18. Legislação do Município de Matupá,18.1 Lei Complementar nº 27 de 2005 - Código de Posturas do Município de Matupá
Legislação dos Municípios do Estado do Mato Grosso,19. Legislação do Município de Lucas do Rio Verde,
Legislação dos Municípios do Estado do Mato Grosso,20. Legislação do Município de Chapada dos Guimarães,"20.1 Lei Orgânica do Município de Chapada dos Guimarães, 20.2 Lei nº 581 de 1991 - Estatuto dos Servidores Públicos do Município de Chapada dos Guimarães"
Legislação dos Municípios do Estado do Mato Grosso,21. Legislação do Município de Água Boa,"21.1 Lei Orgânica do Município de Água Boa, 21.2 Lei Complementar nº 67 de 2012 - Código Municipal de Meio Ambiente de Água Boa, 21.3 Lei Complementar nº 188 de 2023 - Regime Jurídico Único dos Servidores Públicos do Município de Água Boa"
Legislação dos Municípios do Estado do Mato Grosso,22. Legislação do Município de Campo Novo do Parecis,22.1 Lei Orgânica do Município de Campo Novo do Parecis
Legislação dos Municípios do Estado do Mato Grosso,23. Legislação do Município de Apiacás,"23.1 Lei Orgânica do Município de Apiacás, 23.2 Lei Complementar nº 08 de 2008 - Código Tributário do Município de Apiacás, 23.3 Lei Complementar nº 10 de 2008 - Estatuto dos Servidores Públicos do Município de Apiacás"
Legislação dos Municípios do Estado do Mato Grosso,24. Legislação do Município de Alta Floresta,24.1 Lei Orgânica do Município de Alta Floresta
Legislação dos Municípios do Estado do Ceará,1. Legislação do Município de Amontada,"1.1 Lei Municipal Nº 833/2009, 1.2 Código Tributário do Município de Amontada"
Legislação dos Municípios do Estado do Ceará,2. Legislação do Município de Quixadá,
Legislação dos Municípios do Estado do Ceará,3. Legislação do Município de Acaraú,"3.1 Lei Orgânica do Município de Acaraú, 3.2 Código Tributário do Município de Acaraú, 3.3 Lei Municipal nº 1.517 de 2014 - Dispõe Sobre os Símbolos Oficiais de Acaraú"
Legislação dos Municípios do Estado do Ceará,4. Legislação do Município de Pacujá,4.1 Lei Orgânica do Município de Pacujá
Legislação dos Municípios do Estado do Ceará,5. Legislação do Município de Juazeiro do Norte,5.1 Lei Orgânica do Município de Juazeiro do Norte
Legislação dos Municípios do Estado do Ceará,6. Legislação do Município de Fortaleza,"6.1 Lei Orgânica do Município de Fortaleza, 6.2 Estatuto dos Servidores Públicos do Município de Fortaleza, 6.3 Lei Complementar n° 159 de 2013 - Código Tributário do Município, 6.4 Lei nº 9.103 de 2006 - Reestrutura o Regime Jurídico dos Servidores do Município de Fortaleza (PREVIFOR), 6.5 Lei nº 9.843 de 2011 - Organização e Funcionamento dos Conselhos Tutelares e Regime Jurídico dos Conselheiros de Fortaleza, 6.6 Lei nº 169 de 2014 - Gestão Democrática e Participativa na Rede Pública Municipal de Ensino"
Legislação dos Municípios do Estado do Ceará,7. Legislação do Município de Aquiraz,7.1 Lei Orgânica do Município de Aquiraz
Legislação dos Municípios do Estado do Ceará,8. Legislação do Município de Quixeré,8.1 Lei Orgânica do Município de Quixeré
Legislação dos Municípios do Estado do Ceará,9. Legislação do Município de São Gonçalo do Amarante,"9.1 Lei Orgânica do Município de São Gonçalo do Amarante, 9.2 Lei Complementar nº 01 de 1993 - Regime Jurídico Único dos Servidores do Município de São Gonçalo do Amarante"
Legislação dos Municípios do Estado do Ceará,10. Legislação do Município de Massapê,"10.1 Lei Orgânica do Município de Massapê, 10.2 Lei Complementar nº 05 de 2013 – Código Tributário do Município de Massapê"
Legislação dos Municípios do Estado do Ceará,11. Legislação do Município de Sobral,"11.1 Lei nº 1.102 de 2011 - Política Municipal de Resíduos Sólidos e Plano Municipal de Gestão Integrada de Resíduos Sólidos (PMGIRS), 11.2 Lei nº 1.865 de 2019 - Disciplina a Organização e Funcionamento dos Conselhos Tutelares, o Regime Jurídico dos Conselheiros de Sobral"
Legislação dos Municípios do Estado do Ceará,12. Legislação do Município de Tianguá,12.1 Lei nº 1.146 de 2009 - Guarda Municipal
Legislação dos Municípios do Estado do Ceará,13. Legislação do Município de Trairi,13.1 Lei Orgânica do Município de Trairi
Legislação dos Municípios do Estado do Ceará,14. Legislação do Município de Frecheirinha,14.1 Lei Orgânica do Município de Frecheirinha
Legislação dos Municípios do Estado do Ceará,15. Legislação do Município de Jaguaribe,"15.1 Lei Complementar nº 1.387 de 2017 - Código Tributário Municipal, 15.2 Lei nº 543 de 1993 - Regime Jurídico dos Servidores Públicos Municipais"
Legislação dos Municípios do Estado do Ceará,16. Legislação do Município de Crato,"16.1 Lei Orgânica do Município do Crato, 16.2 Lei nº 2.867 de 2013 - Estatuto da Guarda Municipal, 16.3 Lei nº nº 2.280 de 2005 - Código de Posturas do Município de Crato"
Legislação dos Municípios do Estado do Ceará,17. Legislação do Município de Santana do Acaraú,17.1 Lei Orgânica do Município de Santana do Acaraú
Legislação dos Municípios do Estado do Ceará,18. Legislação do Município de Maracanaú,18.1 Lei nº 2.945 de 2020 - Dispões sobre o serviço Público de Táxi
Legislação dos Municípios do Estado do Ceará,19. Legislação do Município de Icapuí,19.1 Lei Orgânica do Município de Icapuí
Legislação dos Municípios do Estado do Ceará,20. Legislação do Município de Ipu,20.1 Lei Orgânica do Município de Ipu
Legislação dos Municípios do Estado do Ceará,21. Legislação do Município de Pedra Branca,21.1 Lei n° 686 de 2017 - Cria a Corregedoria e a Ouvidoria da Guarda Civil Municipal de Pedra Branca
Legislação dos Municípios do Estado do Ceará,22. Legislação do Município de Irauçuba,22.1 Lei nº 1.352 de 2018 - Código de Obras e Edificações do Município de Irauçuba
Legislação dos Municípios do Estado do Ceará,23. Legislação do Município de Caucaia,23.1 Lei Orgânica do Município de Caucaia
Legislação dos Municípios do Estado do Ceará,24. Legislação do Município de Aratuba,24.1 Lei nº 701 de 2023 - Dispõe sobre a Guarda Municipal de Aratuba
Legislação dos Municípios do Estado do Ceará,25. Legislação do Município de Canindé,25.1 Lei Orgânica do Município de Canindé
Legislação dos Municípios do Estado de Pernambuco,1. Legislação do Município do Ipojuca,"1.1 Lei Orgânica do Município do Ipojuca, 1.2 Plano diretor do Município do Ipojuca, 1.3 Código Tributário do Município de Ipojuca"
Legislação dos Municípios do Estado de Pernambuco,2. Legislação do Município de Recife,"2.1 Lei Orgânica do Município de Recife, 2.2 Lei nº 14.728 de 1985 - Estatuto dos Servidores do Município de Recife, 2.3 Código de Ética Parlamentar do Município do Recife, 2.4 Decreto n° 22.592 de 2007, 2.5 Decreto nº 29.549 de 2016, 2.6 Decreto nº 32.181 de 2019 - Novo Estatuto da Empresa Municipal de Informática – EMPREL, 2.7 Portaria nº 01 de 2018 - Regulamento Interno de Licitações e Contratos da EMPREL, 2.8 Decreto nº 27.627 de 2013 - Código de Ética do Servidor Público do Poder Executivo Municipal, 2.9 Plano Municipal de Cultura do Recife, 2.10 Lei n.º 18.810 de 2021 - Regime de Previdência Complementar do Município do Recife, 2.11 Lei n.º 17.082 de 2005 - Assistência à Saúde dos Servidores do Município de Recife, 2.12 Lei n.º 17.866 de 2013 - Acesso às Informações Públicas no Âmbito do Poder Executivo Municipal de Recife, 2.13 Resolução nº 01 de 2022 - Código de Ética da Autarquia de Previdência e Assistência à Saúde dos Servidores do Município de Recife"
Legislação dos Municípios do Estado de Pernambuco,3. Legislação do Município de Caruaru,"3.1 Lei Orgânica do Município de Caruaru, 3.2 Lei Complementar n° 59 de 2018 - Dispõe sobre a Carreira de Procurador Municipal"
Legislação dos Municípios do Estado de Pernambuco,4. Legislação do Município de Pombos,4.1 Lei Orgânica do Município de Pombos
Legislação dos Municípios do Estado de Pernambuco,5. Legislação do Município de Olinda,5.1 Lei Orgânica do Município de Olinda
Legislação dos Municípios do Estado de Pernambuco,6. Legislação do Município de Garanhuns,"6.1 Lei Orgânica do Município de Garanhuns, 6.2 Estatuto dos Servidores Públicos do Município de Garanhuns"
Legislação dos Municípios do Estado de Pernambuco,7. Legislação do Município de São Joaquim do Monte,7.1 Lei nº 260 de 1992 - Regime Jurídico Único do Município
Legislação dos Municípios do Estado de Pernambuco,8. Legislação do Município de Oboró,8.1 Lei Orgânica do Município de Oboró
Legislação dos Municípios do Estado de Pernambuco,9. Legislação do Município de Passira,9.1 Lei Orgânica do Município de Passira
Legislação dos Municípios do Estado de Pernambuco,10. Legislação do Município de Santa Maria da Boa Vista,"10.1 Lei Orgânica do Município de Santa Maria da Boa Vista, 10.2 Lei Complementar nº 005 de 2018 - Estatuto dos Servidores Públicos Municipais"
Legislação dos Municípios do Estado de Pernambuco,11. Legislação do Município de Moreilândia,"11.1 Lei nº 516 de 2018 - Código de Postura do Município, 11.2 Lei nº 345 de 2007 - Código Tributário do Município, 11.3 Lei Complementar nº 550 de 2020 - Código de Obras do Município"
Legislação dos Municípios do Estado de Pernambuco,12. Legislação do Município de Petrolina,12.1 Lei Orgânica do Município de Petrolina
Legislação dos Municípios do Estado de Pernambuco,13. Legislação do Município de Lagoa de Itaenga,
Legislação dos Municípios do Estado de Pernambuco,14. Legislação do Município de Afogados da Ingazeira,
Legislação dos Municípios do Estado de Pernambuco,15. Legislação do Município de Tupanatinga,15.1 Lei Orgânica do Município de Tupanatinga
Legislação dos Municípios do Estado de Pernambuco,16. Legislação do Município de Jaboatão dos Guararapes,"16.1 Lei Orgânica do Município de Jaboatão dos Guararapes, 16.2 Lei nº 176 de 1995 - Estatuto do Magistério do Município de Jaboatão dos Guararapes"
Legislação dos Municípios do Estado de Pernambuco,17. Legislação do Município de Igarassu,17.1 Lei Orgânica do Município de Igarassu
Legislação dos Municípios do Estado de Pernambuco,18. Legislação do Município de Triunfo,18.1 Lei Orgânica do Município de Triunfo
Legislação dos Municípios do Estado de Pernambuco,19. Legislação do Município de Surubim,"19.1 Lei Orgânica do Município de Surubim, 19.2 Lei nº 482 de 2023 - Reestruturação Administrativa Município de Surubim, 19.3 Lei nº 506 de 2014  - Código Tributário do Município de Surubim"
Legislação dos Municípios do Estado de Pernambuco,20. Legislação do Município de Limoeiro,20.1 Lei Orgânica do Município de Limoeiro
Legislação dos Municípios do Estado de Pernambuco,21. Legislação do Município de Camocim de São Félix,
Legislação dos Municípios do Estado de Pernambuco,22. Legislação do Município de Santa Cruz do Capibaribe,22.1 Lei Orgânica do Município de Santa Cruz do Capibaribe
Legislação dos Municípios do Estado de Pernambuco,23. Legislação do Município de Salgueiro,
Legislação dos Municípios do Estado do Rio Grande do Norte,1. Legislação do Município de Pau dos Ferros,
Legislação dos Municípios do Estado do Rio Grande do Norte,2. Legislação do Município de Currais Novos,2.1 Lei Orgânica do Município de Currais Novos
Legislação dos Municípios do Estado do Rio Grande do Norte,3. Legislação do Município de Parnamirim,"3.1 Lei Orgânica do Município de Parnamirim, 3.2 Lei n° 140 de 1969 - Regime Jurídico dos Servidores do Município de Parnamirim"
